iter	RMSE
652	180.1594361
653	180.1395329
654	180.0159576
655	179.9439831
656	179.8502558
657	179.7773646
658	179.7425417
659	179.7222505
660	179.6545251
661	179.4875839
662	179.4311912
663	179.3289684
664	179.3018978
665	179.1602769
666	179.0828895
667	179.0270181
668	178.9609397
669	178.6907293
670	178.4739766
671	178.4490362
672	178.2931126
673	178.2372598
674	177.9743239
675	177.9154416
676	177.8503588
677	177.8108387
678	177.5229811
679	177.4802155
680	177.421058
681	177.2915616
682	177.1329476
683	177.0817242
684	176.9490652
685	176.9168862
686	176.8793488
687	176.8513965
688	176.7580452
689	176.6255579
690	176.5758873
691	176.4953653
692	176.3917441
693	176.1384591
694	176.0806571
695	176.0130167
696	175.9926754
697	175.8649632
698	175.5010062
699	175.4294372
700	175.4126424
701	175.3625554
702	175.2281208
703	175.1571711
704	175.1130603
705	175.0363842
706	175.0194042
707	175.0069539
708	174.7683396
709	174.62849
710	174.5280355
711	174.4423806
712	174.3598382
713	174.2989724
714	174.2691415
715	174.2475165
716	174.2227581
717	173.989597
718	173.89044
719	173.8085578
720	173.7625617
721	173.6810091
722	173.6626032
723	173.6083547
724	173.5129255
725	173.4951627
726	173.3858479
727	173.2932639
728	173.0853762
729	173.0403078
730	172.8143522
731	172.7761465
732	172.6530683
733	172.5204642
734	172.4575995
735	172.4214961
736	172.3872611
737	172.238107
738	172.0642846
739	171.8917757
740	171.7976855
741	171.7540649
742	171.7191698
743	171.6374826
744	171.5716272
745	171.4987926
746	171.4462228
747	171.2875129
748	171.1001682
749	170.859612
750	170.8177968
751	170.6556573
752	170.5676642
753	170.4930458
754	170.2469181
755	170.1619369
756	170.0015295
757	169.9277102
758	169.8265292
759	169.7311527
760	169.666507
761	169.5715189
762	169.5509905
763	169.5197791
764	169.4144726
765	169.3340355
766	169.0949201
767	168.9522887
768	168.8820811
769	168.6791453
770	168.6472526
771	168.5798753
772	168.4411001
773	168.279342
774	168.2420192
775	168.170549
776	168.0615332
777	167.983217
778	167.9565198
779	167.8670462
780	167.8031625
781	167.7041655
782	167.6847697
783	167.6545491
784	167.5584391
785	167.5190055
786	167.3172464
787	167.2752242
788	167.1840725
789	167.1246512
790	167.104039
791	167.0098386
792	166.9313685
793	166.737267
794	166.6091165
795	166.5747735
796	166.558256
797	166.5366232
798	166.3517249
799	166.2860279
800	166.0356142
801	165.9963415
802	165.9057313
803	165.8175826
804	165.7876236
805	165.7608878
806	165.6502401
807	165.6214704
808	165.4896063
809	165.4159297
810	165.2143505
811	165.185533
812	165.1413318
813	165.0481595
814	164.8089427
815	164.7453105
816	164.6627795
817	164.6331517
818	164.6043009
819	164.5134098
820	164.431316
821	164.2480605
822	164.1441424
823	164.1025838
824	164.058004
825	163.9885637
826	163.8957828
827	163.8465724
828	163.7673811
829	163.6527967
830	163.6140119
831	163.5861869
832	163.5421193
833	163.4898298
834	163.4758979
835	163.4090711
836	163.3515363
837	163.1471047
838	163.0701906
839	162.9975769
840	162.9779303
841	162.7815513
842	162.7329955
843	162.689797
844	162.6399884
845	162.5793172
846	162.569075
847	162.3963342
848	162.3415598
849	162.1668448
850	162.1266307
851	162.1082766
852	162.0580185
853	162.0067097
854	161.9871789
855	161.9078157
856	161.8581317
857	161.8513585
858	161.7980964
859	161.7131435
860	161.6754327
861	161.6219692
862	161.5023498
863	161.4407584
864	161.3733421
865	161.2202339
866	161.1405443
867	161.1116516
868	161.0688754
869	161.0180564
870	160.9606102
871	160.7930424
872	160.7429911
873	160.7121217
874	160.6585175
875	160.6478726
876	160.5921564
877	160.5512254
878	160.4793227
879	160.4268862
880	160.3704889
881	160.3270449
882	160.2472553
883	160.2140692
884	160.2011626
885	160.1593986
886	159.987946
887	159.9454428
888	159.8939567
889	159.8245688
890	159.7114724
891	159.6243696
892	159.5651374
893	159.4966544
894	159.4479537
895	159.3860426
896	159.3163138
897	159.2889516
898	159.2048786
899	159.0702836
900	158.940192
901	158.7734687
902	158.7275564
903	158.7049669
904	158.6490634
905	158.5868687
906	158.5204943
907	158.4841208
908	158.3934393
909	158.3223244
910	158.2936575
911	158.2362995
912	158.2191674
913	158.2003804
914	158.0411852
915	157.9265515
916	157.8704807
917	157.8388105
918	157.7896742
919	157.7207898
920	157.6337964
921	157.602615
922	157.579826
923	157.5120844
924	157.395877
925	157.2435576
926	157.1849529
927	157.1540405
928	157.0341615
929	156.8771742
930	156.853177
931	156.7805136
932	156.7448045
933	156.7373217
934	156.673826
935	156.5131772
936	156.4092813
937	156.3471188
938	156.2183322
939	156.1831369
940	156.108739
941	156.0714263
942	156.0409067
943	156.0074377
944	155.9456799
945	155.9400356
946	155.7987768
947	155.7504461
948	155.7079847
949	155.6252516
950	155.4187177
951	155.3320822
952	155.1707767
953	155.0700446
954	154.974748
955	154.9645013
956	154.8989553
957	154.8455212
958	154.8173278
959	154.7038861
960	154.6856781
961	154.6169452
962	154.5036482
963	154.3438119
964	154.187615
965	154.1185495
966	153.9023415
967	153.8695556
968	153.8545985
969	153.7966902
970	153.7614259
971	153.6955203
972	153.6219261
973	153.6011855
974	153.5242058
975	153.4577042
976	153.367914
977	153.2945792
978	153.2239545
979	153.1676134
980	153.0837787
981	152.9706029
982	152.8298194
983	152.7204704
984	152.662518
985	152.6282376
986	152.6075763
987	152.4732835
988	152.4478944
989	152.4200396
990	152.3162362
991	152.2519961
992	152.1903524
993	152.1425906
994	152.0658437
995	152.014129
996	151.9709432
997	151.9369844
998	151.9020751
999	151.8698458
